time,amplitude,wind_speed,label
0.083,0.006359999999999999,4.5,2
0.084,0.03262,4.5,2
0.085,0.034069999999999996,4.5,2
0.086,-0.00315,4.5,2
0.087,-0.04601,4.5,2
0.088,-0.02896,4.5,2
0.089,0.030690000000000002,4.5,2
0.09,0.018439999999999998,4.5,2
0.091,0.01361,4.5,2
0.092,0.01893,4.5,2
0.093,-0.050730000000000004,4.5,2
0.094,-0.10999999999999999,4.5,2
0.095,-0.0762,4.5,2
0.096,-0.02926,4.5,2
0.097,-0.03839,4.5,2
0.098,-0.10508,4.5,2
0.099,-0.02987,4.5,2
0.1,-0.03779,4.5,2
0.101,-0.009430000000000001,4.5,2
0.102,-0.03689,4.5,2
0.103,0.05969000000000001,4.5,2
0.104,0.06613,4.5,2
0.105,0.03214,4.5,2
0.106,0.058719999999999994,4.5,2
0.107,0.027469999999999998,4.5,2
0.108,-0.07108,4.5,2
0.109,0.000399,4.5,2
0.11,0.01055,4.5,2
0.111,0.017320000000000002,4.5,2
0.112,0.012320000000000001,4.5,2
0.113,-0.009210000000000001,4.5,2
0.114,-0.06035,4.5,2
0.115,-0.005240000000000001,4.5,2
0.116,-0.00379,4.5,2
0.117,-0.05544,4.5,2
0.118,-0.08011000000000001,4.5,2
0.119,-0.00309,4.5,2
0.12,-0.0020900000000000003,4.5,2
0.121,-0.00975,4.5,2
0.122,-0.00379,4.5,2
0.123,0.01748,4.5,2
0.124,0.0526,4.5,2
0.125,-0.007299999999999999,4.5,2
0.126,0.05518000000000001,4.5,2
0.127,-0.004920000000000001,4.5,2
0.128,0.03794,4.5,2
0.129,-0.00782,4.5,2
0.13,-0.011210000000000001,4.5,2
0.131,-0.00605,4.5,2
0.132,0.05469,4.5,2
0.133,-0.0422,4.5,2
0.134,-0.03458,4.5,2
0.135,-0.05603999999999999,4.5,2
0.136,-0.01312,4.5,2
0.137,0.08579,4.5,2
0.138,-0.0015799999999999998,4.5,2
0.139,-0.030270000000000002,4.5,2
0.14,-0.0432,4.5,2
0.141,-0.02305,4.5,2
0.142,0.00056,4.5,2
0.143,-0.005240000000000001,4.5,2
0.144,0.032299999999999995,4.5,2
0.145,-0.01923,4.5,2
0.146,-0.02666,4.5,2
0.147,-0.02515,4.5,2
0.148,0.02392,4.5,2
0.149,0.13266999999999998,4.5,2
0.15,0.00032199999999999997,4.5,2
0.151,-0.00299,4.5,2
0.152,-0.00419,4.5,2
0.153,0.0157,4.5,2
0.154,-0.026359999999999998,4.5,2
0.155,-0.045110000000000004,4.5,2
0.156,-0.06838,4.5,2
0.157,-0.0421,4.5,2
0.158,0.11302,4.5,2
0.159,0.045989999999999996,4.5,2
0.16,-0.049319999999999996,4.5,2
0.161,-0.022039999999999997,4.5,2
0.162,-0.02966,4.5,2
0.163,-0.00379,4.5,2
0.164,-0.01131,4.5,2
0.165,0.010870000000000001,4.5,2
0.166,0.000177,4.5,2
0.167,-0.009309999999999999,4.5,2
0.168,0.06033,4.5,2
0.169,0.14782,4.5,2
0.17,0.034390000000000004,4.5,2
0.171,0.00878,4.5,2
0.172,-0.0025,4.5,2
0.173,0.0178,4.5,2
0.174,-0.04471,4.5,2
0.175,-0.02836,4.5,2
0.176,-0.07209,4.5,2
0.177,-0.03909,4.5,2
0.178,-0.05041999999999999,4.5,2
0.179,-0.05544,4.5,2
0.18,-0.05183,4.5,2
0.181,-0.0407,4.5,2
0.182,-0.01542,4.5,2
0.183,-0.03779,4.5,2
0.184,0.048409999999999995,4.5,2
0.185,0.06678,4.5,2
0.186,0.01635,4.5,2
0.187,0.02457,4.5,2
0.188,0.08932999999999999,4.5,2
0.189,-0.07920999999999999,4.5,2
0.19,-0.02987,4.5,2
0.191,0.03665,4.5,2
0.192,-0.000882,4.5,2
0.193,0.00813,4.5,2
0.194,-0.055139999999999995,4.5,2
0.195,-0.05283,4.5,2
0.196,0.03117,4.5,2
0.197,0.019889999999999998,4.5,2
0.198,-0.07048,4.5,2
0.199,-0.1101,4.5,2
0.2,-0.05755,4.5,2
0.201,-0.03859,4.5,2
0.202,-0.0067,4.5,2
0.203,-0.01302,4.5,2
0.204,0.01893,4.5,2
0.205,-0.0069,4.5,2
0.206,0.02054,4.5,2
0.207,0.032780000000000004,4.5,2
0.208,0.021670000000000002,4.5,2
0.209,-0.03077,4.5,2
0.21,-0.009909999999999999,4.5,2
0.211,-0.00309,4.5,2
0.212,0.0040999999999999995,4.5,2
0.213,0.014580000000000001,4.5,2
0.214,-0.05614,4.5,2
0.215,0.00926,4.5,2
0.216,-0.01171,4.5,2
0.217,0.000614,4.5,2
0.218,-0.007200000000000001,4.5,2
0.219,0.010870000000000001,4.5,2
0.22,-0.07851,4.5,2
0.221,-0.03528,4.5,2
0.222,0.00555,4.5,2
0.223,-0.02676,4.5,2
0.224,0.07564,4.5,2
0.225,-0.007010000000000001,4.5,2
0.226,0.0040999999999999995,4.5,2
0.227,0.06436,4.5,2
0.228,0.05196,4.5,2
0.229,-0.01191,4.5,2
0.23,-0.07881,4.5,2
0.231,0.008620000000000001,4.5,2
0.232,-0.0012799999999999999,4.5,2
0.233,0.027469999999999998,4.5,2
0.234,-0.01823,4.5,2
0.235,-0.0433,4.5,2
0.236,-0.07991,4.5,2
0.237,0.023600000000000003,4.5,2
0.238,-0.04882,4.5,2
0.239,0.17310999999999999,4.5,2
0.24,-0.00782,4.5,2
0.241,-0.09745999999999999,4.5,2
0.242,-0.007010000000000001,4.5,2
0.243,-0.03378,4.5,2
0.244,0.07983000000000001,4.5,2
0.245,0.09997,4.5,2
0.246,0.00765,4.5,2
0.247,0.02005,4.5,2
0.248,-0.0007289999999999999,4.5,2
0.249,-0.03548,4.5,2
0.25,-0.027360000000000002,4.5,2
0.251,0.0028200000000000005,4.5,2
0.252,-0.005599999999999999,4.5,2
0.253,0.019729999999999998,4.5,2
0.254,0.03327,4.5,2
0.255,-0.01974,4.5,2
0.256,-0.09795999999999999,4.5,2
0.257,-0.01221,4.5,2
0.258,0.06372,4.5,2
0.259,0.04906,4.5,2
0.26,0.04583,4.5,2
0.261,-0.03147,4.5,2
0.262,-0.03408,4.5,2
0.263,-0.01201,4.5,2
0.264,0.02199,4.5,2
0.265,0.11672,4.5,2
0.266,0.05792,4.5,2
0.267,0.021670000000000002,4.5,2
0.268,-0.09927,4.5,2
0.269,0.042929999999999996,4.5,2
0.27,0.18262,4.5,2
0.271,-0.000245,4.5,2
0.272,-0.00363,4.5,2
0.273,-0.00549,4.5,2
0.274,-0.00895,4.5,2
0.275,-0.05855,4.5,2
0.276,-0.01111,4.5,2
0.277,-0.06557,4.5,2
0.278,-0.0025900000000000003,4.5,2
0.279,-0.06537,4.5,2
0.28,-0.08884,4.5,2
0.281,0.04326,4.5,2
0.282,-0.049319999999999996,4.5,2
0.283,-0.0086,4.5,2
0.284,-0.01923,4.5,2
0.285,0.11221,4.5,2
0.286,0.03214,4.5,2
0.287,0.05985,4.5,2
0.288,0.03101,4.5,2
0.289,0.027469999999999998,4.5,2
0.29,0.16812,4.5,2
0.291,0.05002,4.5,2
0.292,0.013290000000000001,4.5,2
0.293,-0.00138,4.5,2
0.294,-0.01683,4.5,2
0.295,-0.024050000000000002,4.5,2
0.296,-0.04902,4.5,2
0.297,-0.00427,4.5,2
0.298,-0.04541,4.5,2
0.299,-0.05875,4.5,2
0.3,-0.05885,4.5,2
0.301,-0.0419,4.5,2
0.302,-0.0057,4.5,2
0.303,-0.008400000000000001,4.5,2
0.304,-0.02445,4.5,2
0.305,0.02763,4.5,2
0.306,0.046959999999999995,4.5,2
0.307,0.047439999999999996,4.5,2
0.308,-0.04551,4.5,2
0.309,0.06452000000000001,4.5,2
0.31,0.03472,4.5,2
0.311,-0.040400000000000005,4.5,2
0.312,-8.410000000000001e-05,4.5,2
0.313,0.00555,4.5,2
0.314,0.03004,4.5,2
0.315,-0.01131,4.5,2
0.316,-0.10137,4.5,2
0.317,0.10206,4.5,2
0.318,0.23820000000000002,4.5,2
0.319,0.037290000000000004,4.5,2
0.32,0.04213,4.5,2
0.321,-0.0425,4.5,2
0.322,-0.01081,4.5,2
0.323,-0.012310000000000001,4.5,2
0.324,-0.0026899999999999997,4.5,2
0.325,0.05067000000000001,4.5,2
0.326,0.01812,4.5,2
0.327,-0.00782,4.5,2
0.328,0.0037800000000000004,4.5,2
0.329,-0.05995,4.5,2
0.33,0.07951,4.5,2
0.331,-0.050730000000000004,4.5,2
0.332,0.00217,4.5,2
0.333,-0.01031,4.5,2
0.334,0.027469999999999998,4.5,2
0.335,-0.01893,4.5,2
0.336,-0.04521,4.5,2
0.337,-0.08392,4.5,2
0.338,0.00765,4.5,2
0.339,-0.03077,4.5,2
0.34,-0.01833,4.5,2
0.341,0.01941,4.5,2
0.342,-0.09846,4.5,2
0.343,0.0028200000000000005,4.5,2
0.344,-0.02134,4.5,2
0.345,0.05357,4.5,2
0.346,0.03294,4.5,2
0.347,-0.02555,4.5,2
0.348,0.00475,4.5,2
0.349,0.023119999999999998,4.5,2
0.35,0.08772,4.5,2
0.351,0.14637,4.5,2
0.352,0.04084,4.5,2
0.353,-0.009909999999999999,4.5,2
0.354,-0.0054,4.5,2
0.355,-0.019540000000000002,4.5,2
0.356,-0.05283,4.5,2
0.357,-0.11721999999999999,4.5,2
0.358,-0.06346,4.5,2
0.359,0.039389999999999994,4.5,2
0.36,0.13944,4.5,2
0.361,0.06613,4.5,2
0.362,-0.00479,4.5,2
0.363,-0.02475,4.5,2
0.364,-0.004889999999999999,4.5,2
0.365,0.027139999999999997,4.5,2
0.366,0.06742,4.5,2
0.367,0.10593,4.5,2
0.368,0.04326,4.5,2
0.369,-0.01582,4.5,2
0.37,-0.01964,4.5,2
0.371,-0.08773,4.5,2
0.372,0.07677,4.5,2
0.373,-0.020739999999999998,4.5,2
0.374,0.02038,4.5,2
0.375,-0.00339,4.5,2
0.376,-0.02726,4.5,2
0.377,-0.08994,4.5,2
0.378,-0.03428,4.5,2
0.379,-0.09235,4.5,2
0.38,-0.13938,4.5,2
0.381,-0.04852000000000001,4.5,2
0.382,-0.018029999999999997,4.5,2
0.383,-0.00137,4.5,2
0.384,-0.03328,4.5,2
0.385,0.03794,4.5,2
0.386,0.027139999999999997,4.5,2
0.387,0.10351,4.5,2
0.388,0.010870000000000001,4.5,2
0.389,0.02295,4.5,2
0.39,-0.004920000000000001,4.5,2
0.391,-0.0776,4.5,2
0.392,0.02118,4.5,2
0.393,-0.00349,4.5,2
0.394,0.0157,4.5,2
0.395,-0.00959,4.5,2
0.396,-0.01502,4.5,2
0.397,0.03762,4.5,2
0.398,-0.030270000000000002,4.5,2
0.399,-0.07339,4.5,2
0.4,-0.059449999999999996,4.5,2
0.401,-0.0028200000000000005,4.5,2
0.402,7.7e-05,4.5,2
0.403,-0.02134,4.5,2
0.404,-0.0071,4.5,2
0.405,-0.02325,4.5,2
0.406,-0.0078,4.5,2
0.407,0.10109,4.5,2
0.408,0.21758,4.5,2
0.409,-0.046509999999999996,4.5,2
0.41,-0.06667000000000001,4.5,2
0.411,-0.04561,4.5,2
0.412,-0.007010000000000001,4.5,2
0.413,0.0028200000000000005,4.5,2
0.414,-0.00137,4.5,2
0.415,-0.02014,4.5,2
0.416,-0.04009,4.5,2
0.417,-0.00549,4.5,2
0.418,-0.03819,4.5,2
0.419,-0.08292000000000001,4.5,2
0.42,-0.07299,4.5,2
0.421,-0.02395,4.5,2
0.422,-0.02144,4.5,2
0.423,-0.025249999999999998,4.5,2
0.424,-0.00459,4.5,2
0.425,-0.0064,4.5,2
0.426,0.02022,4.5,2
0.427,0.019889999999999998,4.5,2
0.428,0.13042,4.5,2
0.429,-0.005599999999999999,4.5,2
0.43,-0.01923,4.5,2
0.431,-0.06005,4.5,2
0.432,0.017320000000000002,4.5,2
0.433,0.02505,4.5,2
0.434,-0.00089,4.5,2
0.435,0.024239999999999998,4.5,2
0.436,-0.00572,4.5,2
0.437,-0.08523,4.5,2
0.438,-0.026459999999999997,4.5,2
0.439,0.04181,4.5,2
0.44,-0.009309999999999999,4.5,2
0.441,-0.033979999999999996,4.5,2
0.442,0.04342,4.5,2
0.443,-0.03909,4.5,2
0.444,-0.00048,4.5,2
0.445,-0.0058,4.5,2
0.446,0.04648,4.5,2
0.447,0.03117,4.5,2
0.448,-0.015519999999999999,4.5,2
0.449,-0.008199999999999999,4.5,2
0.45,-0.04561,4.5,2
0.451,0.023440000000000003,4.5,2
0.452,0.08982000000000001,4.5,2
0.453,0.01667,4.5,2
0.454,-0.008,4.5,2
0.455,0.02892,4.5,2
0.456,-0.010610000000000001,4.5,2
0.457,-0.05434,4.5,2
0.458,-0.11270000000000001,4.5,2
0.459,0.04342,4.5,2
0.46,-0.00798,4.5,2
0.461,-0.04842,4.5,2
0.462,0.05469,4.5,2
0.463,-0.11220000000000001,4.5,2
0.464,0.00056,4.5,2
0.465,-0.03217,4.5,2
0.466,0.07967,4.5,2
0.467,-0.03157,4.5,2
0.468,-0.04451,4.5,2
0.469,0.12397,4.5,2
0.47,-0.01532,4.5,2
0.471,0.07708999999999999,4.5,2
0.472,-0.0424,4.5,2
0.473,-0.030270000000000002,4.5,2
0.474,0.00137,4.5,2
0.475,0.0009060000000000001,4.5,2
0.476,0.05679,4.5,2
0.477,-0.0417,4.5,2
0.478,-0.04541,4.5,2
0.479,-0.00539,4.5,2
0.48,-0.039389999999999994,4.5,2
0.481,-0.06015,4.5,2
0.482,-0.04521,4.5,2
0.483,-0.03217,4.5,2
0.484,-0.04381,4.5,2
0.485,-0.0402,4.5,2
0.486,-0.0058,4.5,2
0.487,0.06887,4.5,2
0.488,0.04132,4.5,2
0.489,-0.0016799999999999999,4.5,2
0.49,0.00459,4.5,2
0.491,0.12864,4.5,2
0.492,0.05776,4.5,2
0.493,0.08547,4.5,2
0.494,-0.01422,4.5,2
0.495,0.02763,4.5,2
0.496,-0.0033100000000000004,4.5,2
0.497,0.0555,4.5,2
0.498,0.1048,4.5,2
0.499,-0.02786,4.5,2
0.0,-0.013420000000000001,4.0,2
0.001,0.08949,4.0,2
0.002,-0.09334999999999999,4.0,2
0.003,-0.0063,4.0,2
0.004,0.05808,4.0,2
0.005,0.00056,4.0,2
0.006,-0.00669,4.0,2
0.007,-0.00298,4.0,2
0.008,-0.09835999999999999,4.0,2
0.009,-0.05554,4.0,2
0.01,-0.08563,4.0,2
0.011,0.00104,4.0,2
0.012,-0.012310000000000001,4.0,2
0.013,-0.06808,4.0,2
0.014,-0.029060000000000002,4.0,2
0.015,-0.01703,4.0,2
0.016,-0.030270000000000002,4.0,2
0.017,0.04309,4.0,2
0.018,0.06178,4.0,2
0.019,-0.03277,4.0,2
0.02,0.10253999999999999,4.0,2
0.021,0.014090000000000002,4.0,2
0.022,-0.02375,4.0,2
0.023,-0.00782,4.0,2
0.024,0.00217,4.0,2
0.025,0.000399,4.0,2
0.026,-0.007200000000000001,4.0,2
0.027,0.06984,4.0,2
0.028,-0.05674,4.0,2
0.029,-0.00509,4.0,2
0.03,-0.06697,4.0,2
0.031,-0.040499999999999994,4.0,2
0.032,-0.06015,4.0,2
0.033,-0.0416,4.0,2
0.034,-0.020339999999999997,4.0,2
0.035,-0.01853,4.0,2
0.036,-0.01201,4.0,2
0.037,0.07708999999999999,4.0,2
0.038,-0.00469,4.0,2
0.039,0.07564,4.0,2
0.04,0.07661,4.0,2
0.041,-0.10087,4.0,2
0.042,0.0128,4.0,2
0.043,0.04406,4.0,2
0.044,0.00314,4.0,2
0.045,-0.0018599999999999999,4.0,2
0.046,0.02779,4.0,2
0.047,-0.03538,4.0,2
0.048,-0.021840000000000002,4.0,2
0.049,0.03037,4.0,2
0.05,-0.07971,4.0,2
0.051,-0.07920999999999999,4.0,2
0.052,-0.03809,4.0,2
0.053,-0.03769,4.0,2
0.054,-0.06447,4.0,2
0.055,-0.007600000000000001,4.0,2
0.056,-0.0054,4.0,2
0.057,0.06742,4.0,2
0.058,0.05824,4.0,2
0.059,-0.02505,4.0,2
0.06,0.02215,4.0,2
0.061,-0.0765,4.0,2
0.062,0.04164,4.0,2
0.063,-0.016130000000000002,4.0,2
0.064,-0.0025,4.0,2
0.065,0.00056,4.0,2
0.066,0.01796,4.0,2
0.067,-0.06116,4.0,2
0.068,0.027139999999999997,4.0,2
0.069,0.11785000000000001,4.0,2
0.07,-0.12383999999999999,4.0,2
0.071,-0.05584,4.0,2
0.072,-0.00961,4.0,2
0.073,-0.06176,4.0,2
0.074,-0.02706,4.0,2
0.075,-0.0075,4.0,2
0.076,-0.01863,4.0,2
0.077,0.08836999999999999,4.0,2
0.078,0.04889,4.0,2
0.079,-0.02987,4.0,2
0.08,-0.00449,4.0,2
0.081,-0.08272,4.0,2
0.082,0.01715,4.0,2
0.083,-0.033979999999999996,4.0,2
0.084,0.00765,4.0,2
0.085,0.00104,4.0,2
0.086,-0.00766,4.0,2
0.087,-0.06306,4.0,2
0.088,-0.08553,4.0,2
0.089,-0.08924,4.0,2
0.09,-0.03328,4.0,2
0.091,-0.05454,4.0,2
0.092,-0.08482,4.0,2
0.093,-0.01853,4.0,2
0.094,-0.011609999999999999,4.0,2
0.095,-0.01903,4.0,2
0.096,-0.0010500000000000002,4.0,2
0.097,0.05341,4.0,2
0.098,0.06098,4.0,2
0.099,-0.015120000000000001,4.0,2
0.1,-0.0434,4.0,2
0.101,0.13815,4.0,2
0.102,-0.016130000000000002,4.0,2
0.103,-0.00443,4.0,2
0.104,0.02005,4.0,2
0.105,-0.007169999999999999,4.0,2
0.106,0.046959999999999995,4.0,2
0.107,-0.01873,4.0,2
0.108,-0.01653,4.0,2
0.109,-0.00018,4.0,2
0.11,-0.004920000000000001,4.0,2
0.111,-0.08472,4.0,2
0.112,-0.09294999999999999,4.0,2
0.113,-0.00901,4.0,2
0.114,0.0028200000000000005,4.0,2
0.115,-0.04621,4.0,2
0.116,0.13686,4.0,2
0.117,-0.03388,4.0,2
0.118,-0.01372,4.0,2
0.119,0.11237,4.0,2
0.12,0.049699999999999994,4.0,2
0.121,0.06791,4.0,2
0.122,-0.00549,4.0,2
0.123,0.03923,4.0,2
0.124,-0.00975,4.0,2
0.125,0.000468,4.0,2
0.126,0.055979999999999995,4.0,2
0.127,-0.08041,4.0,2
0.128,0.02859,4.0,2
0.129,0.05469,4.0,2
0.13,-0.04782,4.0,2
0.131,-0.11401,4.0,2
0.132,-0.0418,4.0,2
0.133,-0.04641,4.0,2
0.134,-0.0086,4.0,2
0.135,-0.008400000000000001,4.0,2
0.136,0.09062,4.0,2
0.137,-0.0032899999999999995,4.0,2
0.138,-0.023649999999999997,4.0,2
0.139,0.21017000000000002,4.0,2
0.14,-0.017329999999999998,4.0,2
0.141,0.00555,4.0,2
0.142,0.016989999999999998,4.0,2
0.143,-0.0068000000000000005,4.0,2
0.144,-0.00621,4.0,2
0.145,0.012320000000000001,4.0,2
0.146,-0.009810000000000001,4.0,2
0.147,-0.02395,4.0,2
0.148,0.0033,4.0,2
0.149,-0.00198,4.0,2
0.15,-0.08321999999999999,4.0,2
0.151,-0.08442,4.0,2
0.152,-0.012110000000000001,4.0,2
0.153,-0.05253,4.0,2
0.154,-0.00499,4.0,2
0.155,-0.000681,4.0,2
0.156,-0.0028899999999999998,4.0,2
0.157,0.051789999999999996,4.0,2
0.158,0.11253,4.0,2
0.159,0.12365,4.0,2
0.16,-0.040299999999999996,4.0,2
0.161,0.04035999999999999,4.0,2
0.162,0.09417,4.0,2
0.163,0.01248,4.0,2
0.164,-0.00621,4.0,2
0.165,0.02134,4.0,2
0.166,-0.00178,4.0,2
0.167,-0.05574,4.0,2
0.168,-0.0083,4.0,2
0.169,-0.04009,4.0,2
0.17,-0.08964,4.0,2
0.171,0.010709999999999999,4.0,2
0.172,-0.005999999999999999,4.0,2
0.173,-0.02054,4.0,2
0.174,-0.0020900000000000003,4.0,2
0.175,0.040029999999999996,4.0,2
0.176,0.06178,4.0,2
0.177,0.11157,4.0,2
0.178,0.16957,4.0,2
0.179,0.02231,4.0,2
0.18,0.11124,4.0,2
0.181,0.03713,4.0,2
0.182,0.03165,4.0,2
0.183,0.00668,4.0,2
0.184,0.02956,4.0,2
0.185,-0.03608,4.0,2
0.186,-0.04992,4.0,2
0.187,0.022469999999999997,4.0,2
0.188,-0.07368999999999999,4.0,2
0.189,-0.03969,4.0,2
0.19,0.01748,4.0,2
0.191,0.01007,4.0,2
0.192,-0.08793000000000001,4.0,2
0.193,-0.01532,4.0,2
0.194,-0.00048,4.0,2
0.195,-0.014419999999999999,4.0,2
0.196,0.07725,4.0,2
0.197,-0.00369,4.0,2
0.198,0.00523,4.0,2
0.199,0.05663,4.0,2
0.2,-0.01422,4.0,2
0.201,0.05067000000000001,4.0,2
0.202,-0.00961,4.0,2
0.203,0.05083,4.0,2
0.204,-0.01292,4.0,2
0.205,0.020860000000000004,4.0,2
0.206,-0.0081,4.0,2
0.207,-0.0081,4.0,2
0.208,-0.13176,4.0,2
0.209,-0.06507,4.0,2
0.21,0.02134,4.0,2
0.211,-0.038990000000000004,4.0,2
0.212,-0.044910000000000005,4.0,2
0.213,-0.0086,4.0,2
0.214,-0.02515,4.0,2
0.215,0.06694,4.0,2
0.216,0.07097,4.0,2
0.217,-0.022039999999999997,4.0,2
0.218,-0.00878,4.0,2
0.219,0.03375,4.0,2
0.22,-0.05835,4.0,2
0.221,-0.00347,4.0,2
0.222,-0.005900000000000001,4.0,2
0.223,0.01957,4.0,2
0.224,-0.0079,4.0,2
0.225,0.06646,4.0,2
0.226,0.01425,4.0,2
0.227,-0.16516,4.0,2
0.228,-0.03648,4.0,2
0.229,-0.009810000000000001,4.0,2
0.23,-0.04461,4.0,2
0.231,-0.018430000000000002,4.0,2
0.232,-0.0010500000000000002,4.0,2
0.233,-0.01623,4.0,2
0.234,-0.00443,4.0,2
0.235,0.08353,4.0,2
0.236,-0.01562,4.0,2
0.237,-0.0074,4.0,2
0.238,0.20356,4.0,2
0.239,0.00104,4.0,2
0.24,-0.02555,4.0,2
0.241,0.07628,4.0,2
0.242,-0.00309,4.0,2
0.243,-0.00878,4.0,2
0.244,-0.00895,4.0,2
0.245,-0.032869999999999996,4.0,2
0.246,-0.08994,4.0,2
0.247,-0.10669,4.0,2
0.248,0.04229,4.0,2
0.249,-0.00941,4.0,2
0.25,-0.04471,4.0,2
0.251,-0.052129999999999996,4.0,2
0.252,-0.025750000000000002,4.0,2
0.253,-0.01813,4.0,2
0.254,0.01474,4.0,2
0.255,0.027469999999999998,4.0,2
0.256,-0.0075,4.0,2
0.257,0.04277,4.0,2
0.258,0.09126999999999999,4.0,2
0.259,-0.0756,4.0,2
0.26,0.05792,4.0,2
0.261,0.07886000000000001,4.0,2
0.262,0.0079,4.0,2
0.263,-0.0026899999999999997,4.0,2
0.264,0.01764,4.0,2
0.265,-0.05985,4.0,2
0.266,-0.01241,4.0,2
0.267,-0.009210000000000001,4.0,2
0.268,-0.00499,4.0,2
0.269,-0.09034,4.0,2
0.27,0.0468,4.0,2
0.271,-0.00349,4.0,2
0.272,-0.050530000000000005,4.0,2
0.273,-0.00901,4.0,2
0.274,0.023119999999999998,4.0,2
0.275,0.02118,4.0,2
0.276,0.04503,4.0,2
0.277,0.15619,4.0,2
0.278,0.10867,4.0,2
0.279,0.044539999999999996,4.0,2
0.28,0.07048,4.0,2
0.281,-0.000245,4.0,2
0.282,-0.007200000000000001,4.0,2
0.283,0.00813,4.0,2
0.284,-0.01522,4.0,2
0.285,-0.07159,4.0,2
0.286,-0.03689,4.0,2
0.287,-0.0407,4.0,2
0.288,-0.05714,4.0,2
0.289,-0.06597,4.0,2
0.29,0.03359,4.0,2
0.291,-0.02435,4.0,2
0.292,-0.02595,4.0,2
0.293,0.000614,4.0,2
0.294,-0.0028899999999999998,4.0,2
0.295,0.11141,4.0,2
0.296,0.13266999999999998,4.0,2
0.297,-0.02144,4.0,2
0.298,-0.05163,4.0,2
0.299,0.09707,4.0,2
0.3,-0.00959,4.0,2
0.301,-0.00669,4.0,2
0.302,-0.011009999999999999,4.0,2
0.303,0.03907,4.0,2
0.304,-0.03528,4.0,2
0.305,0.01168,4.0,2
0.306,0.08144,4.0,2
0.307,-0.05173,4.0,2
0.308,0.03504,4.0,2
0.309,0.0008830000000000001,4.0,2
0.31,-0.01913,4.0,2
0.311,-0.03468,4.0,2
0.312,-0.000406,4.0,2
0.313,-0.02595,4.0,2
0.314,0.03923,4.0,2
0.315,0.11817,4.0,2
0.316,0.062110000000000005,4.0,2
0.317,-0.07028000000000001,4.0,2
0.318,0.08434,4.0,2
0.319,0.03874,4.0,2
0.32,-0.0058,4.0,2
0.321,0.0028200000000000005,4.0,2
0.322,0.00974,4.0,2
0.323,-0.0083,4.0,2
0.324,0.05985,4.0,2
0.325,-0.037989999999999996,4.0,2
0.326,-0.0781,4.0,2
0.327,-0.00319,4.0,2
0.328,-0.01041,4.0,2
0.329,-0.08954000000000001,4.0,2
0.33,-0.0075,4.0,2
